"row","Population","BLOCK.POS","Sample.ID","Family.Unique","Family.NonUnique","Replicate","HabitatType","Region","Collector","Collection.Date","Block.ID","Position","Letter.Pos","No.Position","Bench","Planting.Date","Survival.Y.N","Germination.Y.N","Germination.Date","No.Days.to.Germ","True.Leaf","No.Days.to.TrueLeaf","Germ.to.TrueLeaf","Flower.Y.N.2016","Fruit.Y.N.2016","DTFF.2016","no.Planting.to.DTFF","No.Days.Germ.to.Flr","No.Days.TL.to.Flr","No.Flowers.2016","No.Fruit.2016","Seedmass.2016","sm","Flower.Y.N.2017","Fruit.Y.N.2017","Flowering.4.2.17.Y.N","DTFF.2017","DTFF.Ordinal.Day.2017","norm.flower.date.2017","Date.to.Bolt.2017","DtB.O.Day.2017","norm.bolt.date.2017","Date.to.Fruit.2017","Fruit.O.Day.2017","norm.fruit.date.2017","Seedmass.2017","sm.2","Survival.Y.N.2017","No.Fruit.2017","Total.N.R.2017","Total.Flowers.2017","Flowering.Y.N.2018","Fruit.Y.N.2018","DTFF.2018","DTFF.18.Oday","DtB.2018","DtB.Oday.2018","Date.to.Fruit.2018","Date.to.Fruit.Oday.2018","Non.reproductive.flowers","seedmass.2018.g.","No.Fruit.2018","Total.Flowers.2018","Survival.Y.N.2018","Latitude","Longitude","Elevation.m","n.fruit.envelopes","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH","Dist.from.cg.km","Surv2017","Surv2018"
527,"CAR-NBA","4-C11","CAR-NBA.12.4","CAR-NBA_12",12,4,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",4,"C11","C",11,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,0,0
528,"CAR-NBA","1-G6","CAR-NBA.3.1","CAR-NBA_3",3,1,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",1,"G6","G",6,1,"11/7/2015",1,1,"11/19/2015",12,"11/22/2015",15,3,1,0,"7/8/2016",244,232,229,9,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/28/2017",148,58,1.327,1327,1,16,9,25,1,1,"4/16/2018",106,"4/30/2018",120,"5/20/2018",140,5,1.6299,16,21,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
529,"CAR-NBA","1-B14","CAR-NBA.12.1","CAR-NBA_12",12,1,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",1,"B14","B",14,1,"11/7/2015",1,1,"11/18/2015",11,"11/25/2015",18,7,1,1,"6/2/2016",208,197,190,26,1,0.006,6,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/20/2017",140,50,2.001,2001,1,18,7,25,1,1,"4/19/2018",109,"5/7/2018",127,"5/17/2018",137,1,2.0111,18,19,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
530,"CAR-NBA","11-C15","CAR-NBA.7.11","CAR-NBA_7",7,11,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",11,"C15","C",15,3,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,1,0,"11/8/2016",366,356,349,15,0,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,NA,NA,NA,0.836,836,1,11,5,16,1,1,"4/16/2018",106,"5/7/2018",127,"5/20/2018",140,1,0.4251,5,6,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
531,"CAR-NBA","9-G6","CAR-NBA.4.9","CAR-NBA_4",4,9,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",9,"G6","G",6,3,"11/7/2015",1,1,"11/18/2015",11,"11/28/2015",21,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/21/2017",141,51,1.9,1900,1,15,2,17,1,1,"4/30/2018",120,"5/10/2018",130,"5/20/2018",140,1,0.6036,6,7,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
532,"CAR-NBA","12-A12","CAR-NBA.21.12","CAR-NBA_21",21,12,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",12,"A12","A",12,3,"11/7/2015",1,1,"11/21/2015",14,"11/30/2015",23,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/30/2017",120,30,"6/2/2017",153,63,0.102,102,1,3,3,6,1,0,"4/23/2018",113,"5/14/2018",134,NA,NA,1,NA,NA,1,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
533,"CAR-NBA","8-N10","CAR-NBA.4.8","CAR-NBA_4",4,8,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",8,"N10","N",10,2,"11/7/2015",1,1,"11/18/2015",11,"11/26/2015",19,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/12/2017",102,12,"4/16/2017",106,16,"5/17/2017",137,47,0.317,317,1,3,1,4,1,0,"4/30/2018",120,NA,NA,NA,NA,1,NA,NA,1,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
534,"CAR-NBA","9-B12","CAR-NBA.13.9","CAR-NBA_13",13,9,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",9,"B12","B",12,3,"11/7/2015",1,1,"11/19/2015",12,"11/27/2015",20,8,1,0,"11/1/2016",360,348,340,7,0,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/28/2017",148,58,0.232,232,1,3,6,9,1,1,"4/12/2018",102,"5/7/2018",127,"5/17/2018",137,0,1.3043,9,9,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
535,"CAR-NBA","1-D5","CAR-NBA.10.1","CAR-NBA_10",10,1,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",1,"D5","D",5,1,"11/7/2015",1,1,"11/18/2015",11,"11/24/2015",17,6,1,1,"8/1/2016",268,257,251,1,1,0.004,4,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/28/2017",148,58,0.666,666,1,9,3,12,1,1,"4/23/2018",113,"5/7/2018",127,"5/20/2018",140,1,1.3344,10,11,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
536,"CAR-NBA","12-C14","CAR-NBA.11.12","CAR-NBA_11",11,12,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",12,"C14","C",14,3,"11/7/2015",1,1,"11/15/2015",8,"11/23/2015",16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/29/2017",149,59,0.173,173,1,3,6,9,1,1,"4/23/2018",113,"5/14/2018",134,"5/18/2018",138,0,0.1688,2,2,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
537,"CAR-NBA","7-E11","CAR-NBA.3.7","CAR-NBA_3",3,7,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",7,"E11","E",11,2,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,1,1,"8/2/2016",269,259,232,9,1,0.001,1,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/15/2017",135,45,1.483,1483,1,13,6,19,1,1,"4/26/2018",116,"5/3/2018",123,"5/24/2018",144,0,0.3556,4,4,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
538,"CAR-NBA","3-F14","CAR-NBA.10.3","CAR-NBA_10",10,3,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",3,"F14","F",14,1,"11/7/2015",1,1,"11/16/2015",9,"11/24/2015",17,8,1,0,"8/1/2016",268,259,251,6,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/27/2017",147,57,1.679,1679,1,10,7,17,1,1,"4/19/2018",109,"5/3/2018",123,"5/18/2018",138,4,2.4647,16,20,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
539,"CAR-NBA","6-J5","CAR-NBA.21.6","CAR-NBA_21",21,6,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",6,"J5","J",5,2,"11/7/2015",1,1,"11/16/2015",9,"11/23/2015",16,7,1,0,"7/20/2016",256,247,240,4,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"6/4/2017",155,65,0.093,93,1,1,3,4,1,1,"4/12/2018",102,"4/30/2018",120,"5/20/2018",140,2,0.1757,4,6,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
540,"CAR-NBA","3-J2","CAR-NBA.12.3","CAR-NBA_12",12,3,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",3,"J2","J",2,1,"11/7/2015",1,1,"11/19/2015",12,"11/25/2015",18,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"6/2/2017",153,63,0.722,722,1,6,6,12,1,1,"4/16/2018",106,"5/10/2018",130,"5/19/2018",139,4,0.7981,8,12,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
541,"CAR-NBA","8-M16","CAR-NBA.7.8","CAR-NBA_7",7,8,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",8,"M16","M",16,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,0,0
542,"CAR-NBA","1-J7","CAR-NBA.21.1","CAR-NBA_21",21,1,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",1,"J7","J",7,1,"11/7/2015",1,1,"11/17/2015",10,"11/25/2015",18,8,1,0,"7/14/2016",250,240,232,8,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/15/2017",135,45,0.82,820,1,13,11,24,1,1,"4/23/2018",113,"5/7/2018",127,"5/18/2018",138,7,0.4449,7,14,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
543,"CAR-NBA","2-D12","CAR-NBA.11.2","CAR-NBA_11",11,2,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",2,"D12","D",12,1,"11/7/2015",1,1,"11/15/2015",8,"11/22/2015",15,7,1,0,"6/1/2016",207,199,192,26,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/15/2017",135,45,1.692,1692,1,11,8,19,1,1,"4/16/2018",106,"5/10/2018",130,"5/20/2018",140,0,1.223,7,7,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
544,"CAR-NBA","5-D10","CAR-NBA.1.5","CAR-NBA_1",1,5,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",5,"D10","D",10,2,"11/7/2015",1,1,"11/15/2015",8,"11/22/2015",15,7,1,1,"8/2/2016",269,261,250,5,1,0.018,18,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/30/2017",150,60,0.385,385,1,4,4,8,1,1,"4/23/2018",113,"5/10/2018",130,"5/23/2018",143,2,0.0964,NA,2,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
545,"CAR-NBA","4-C16","CAR-NBA.4.4","CAR-NBA_4",4,4,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",4,"C16","C",16,1,"11/7/2015",1,1,"11/18/2015",11,"11/26/2015",19,8,1,0,"6/24/2016",230,219,211,13,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/27/2017",147,57,1.778,1778,1,18,12,30,1,1,"4/19/2018",109,"5/10/2018",130,"5/25/2018",145,5,1.2795,10,15,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
546,"CAR-NBA","11-E15","CAR-NBA.1.11","CAR-NBA_1",1,11,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",11,"E15","E",15,3,"11/7/2015",1,1,"11/16/2015",9,"11/25/2015",18,9,1,0,"7/26/2016",262,253,244,8,0,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"6/1/2017",152,62,0.976,976,1,7,5,12,1,1,"4/26/2018",116,"5/14/2018",134,"5/20/2018",140,1,0.1838,3,4,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
547,"CAR-NBA","9-H4","CAR-NBA.21.9","CAR-NBA_21",21,9,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",9,"H4","H",4,3,"11/7/2015",1,1,"11/16/2015",9,"11/25/2015",18,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,NA,NA,NA,"5/28/2017",148,58,0.133,133,1,5,2,7,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,0
548,"CAR-NBA","1-N12","CAR-NBA.7.1","CAR-NBA_7",7,1,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",1,"N12","N",12,1,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,1,0,"5/28/2016",203,193,186,6,0,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/20/2017",140,50,0.045,45,1,6,3,9,1,1,"4/19/2018",109,"5/14/2018",134,"5/20/2018",140,1,1.136,6,7,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
549,"CAR-NBA","12-D16","CAR-NBA.10.12","CAR-NBA_10",10,12,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",12,"D16","D",16,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,0,0
550,"CAR-NBA","2-L2","CAR-NBA.13.2","CAR-NBA_13",13,2,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",2,"L2","L",2,1,"11/7/2015",1,1,"11/19/2015",12,"11/25/2015",18,6,1,1,"6/30/2016",236,224,218,22,14,0.338,338,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/20/2017",140,50,2.203,2203,1,22,11,33,1,1,"4/16/2018",106,"5/7/2018",127,"5/19/2018",139,3,1.145,7,10,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
551,"CAR-NBA","7-N5","CAR-NBA.21.7","CAR-NBA_21",21,7,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",7,"N5","N",5,2,"11/7/2015",1,1,"11/16/2015",9,"11/24/2015",17,8,1,0,"7/26/2016",262,253,245,5,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/23/2017",143,53,0.096,96,1,2,7,9,1,1,"4/16/2018",106,"5/10/2018",130,"5/24/2018",144,8,0.1219,5,13,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
552,"CAR-NBA","3-K10","CAR-NBA.7.3","CAR-NBA_7",7,3,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",3,"K10","K",10,1,"11/7/2015",1,1,"11/16/2015",9,"11/22/2015",15,6,1,1,"5/27/2016",202,193,187,6,1,0.012,12,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"6/2/2017",153,63,1.649,1649,1,9,5,14,1,1,"4/19/2018",109,"5/10/2018",130,"5/21/2018",141,0,0.6667,5,5,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
553,"CAR-NBA","6-L3","CAR-NBA.4.6","CAR-NBA_4",4,6,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",6,"L3","L",3,2,"11/7/2015",1,1,"11/16/2015",9,"11/23/2015",16,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"6/3/2017",154,64,0.079,79,1,NA,4,4,1,1,"5/3/2018",123,"5/7/2018",127,"5/21/2018",141,0,0.1216,1,1,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
554,"CAR-NBA","2-C13","CAR-NBA.21.2","CAR-NBA_21",21,2,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",2,"C13","C",13,1,"11/7/2015",1,1,"11/22/2015",15,"11/28/2015",21,6,1,0,"7/13/2016",249,234,228,4,0,0,0,1,0,"0","4/5/2017",95,5,"4/23/2017",113,23,NA,NA,NA,0,0,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,0
555,"CAR-NBA","7-J8","CAR-NBA.4.7","CAR-NBA_4",4,7,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",7,"J8","J",8,2,"11/7/2015",1,1,"11/16/2015",9,"11/23/2015",16,7,1,0,"7/28/2016",264,255,248,6,0,0,0,1,1,"1","4/2/2017",91,1,"4/9/2017",99,9,"5/15/2017",135,45,0.9,900,1,11,12,23,1,1,"4/12/2018",102,"4/30/2018",120,"5/19/2018",139,2,0.2501,4,6,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
556,"CAR-NBA","12-G16","CAR-NBA.7.12","CAR-NBA_7",7,12,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",12,"G16","G",16,3,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,1,1,"5/26/2016",201,191,184,15,3,0.036,36,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"6/10/2017",161,71,0.353,353,1,5,6,11,1,1,"4/30/2018",120,"5/10/2018",130,"5/20/2018",140,0,0.094,3,3,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
557,"CAR-NBA","10-B2","CAR-NBA.12.10","CAR-NBA_12",12,10,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",10,"B2","B",2,3,"11/7/2015",1,1,"11/17/2015",10,"11/25/2015",18,8,1,1,"6/30/2016",236,226,218,13,2,0.028,28,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/17/2017",137,47,1.011,1011,1,13,9,22,1,1,"4/19/2018",109,"5/3/2018",123,"5/20/2018",140,1,0.0888,2,3,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
558,"CAR-NBA","6-M7","CAR-NBA.3.6","CAR-NBA_3",3,6,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",6,"M7","M",7,2,"11/7/2015",1,1,"11/16/2015",9,"11/23/2015",16,7,1,1,"6/29/2016",235,226,220,21,1,0.012,12,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/15/2017",135,45,1.158,1158,1,12,9,21,1,1,"4/23/2018",113,"5/3/2018",123,"5/19/2018",139,2,0.8932,7,9,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
559,"CAR-NBA","8-D15","CAR-NBA.11.8","CAR-NBA_11",11,8,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",8,"D15","D",15,2,"11/7/2015",1,1,"11/16/2015",9,"11/24/2015",17,8,1,0,"8/6/2016",273,264,256,14,0,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/29/2017",149,59,0.306,306,1,5,3,8,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,0
560,"CAR-NBA","11-N11","CAR-NBA.8.11","CAR-NBA_8",8,11,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",11,"N11","N",11,3,"11/7/2015",1,1,"11/15/2015",8,"11/22/2015",15,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"5/3/2017",123,33,"6/5/2017",156,66,0.066,66,1,2,NA,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,0
561,"CAR-NBA","9-A11","CAR-NBA.11.9","CAR-NBA_11",11,9,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",9,"A11","A",11,3,"11/7/2015",1,1,"11/19/2015",12,"11/27/2015",20,8,1,0,"7/1/2016",237,225,217,1,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/15/2017",135,45,0.692,692,1,12,7,19,1,1,"4/26/2018",116,"5/14/2018",134,"5/23/2018",143,0,0.7634,7,7,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
562,"CAR-NBA","11-E2","CAR-NBA.21.11","CAR-NBA_21",21,11,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",11,"E2","E",2,3,"11/7/2015",1,1,"11/17/2015",10,"11/26/2015",19,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,NA,NA,NA,0.175,175,1,6,4,10,1,0,"5/3/2018",123,"5/7/2018",127,NA,NA,1,NA,NA,1,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
563,"CAR-NBA","3-E14","CAR-NBA.1.3","CAR-NBA_1",1,3,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",3,"E14","E",14,1,"11/7/2015",1,1,"11/18/2015",11,"11/24/2015",17,6,1,1,"5/26/2016",201,190,184,45,3,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/15/2017",135,45,2.124,2124,1,23,5,28,1,1,"4/16/2018",106,"4/30/2018",120,"5/24/2018",144,NA,1.8206,12,12,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
564,"CAR-NBA","1-H3","CAR-NBA.11.1","CAR-NBA_11",11,1,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",1,"H3","H",3,1,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,1,0,"6/8/2016",214,204,197,15,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/25/2017",145,55,1.651,1651,1,14,12,26,1,1,"4/16/2018",106,"5/3/2018",123,"5/22/2018",142,2,0.4899,8,10,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
565,"CAR-NBA","8-B4","CAR-NBA.3.8","CAR-NBA_3",3,8,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",8,"B4","B",4,2,"11/7/2015",1,1,"11/16/2015",9,"11/23/2015",16,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/19/2017",139,49,1.641,1641,1,14,3,17,1,1,"4/12/2018",102,"4/30/2018",120,"5/19/2018",139,1,2.1403,14,15,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
