"row","Population","BLOCK.POS","Sample.ID","Family.Unique","Family.NonUnique","Replicate","HabitatType","Region","Collector","Collection.Date","Block.ID","Position","Letter.Pos","No.Position","Bench","Planting.Date","Survival.Y.N","Germination.Y.N","Germination.Date","No.Days.to.Germ","True.Leaf","No.Days.to.TrueLeaf","Germ.to.TrueLeaf","Flower.Y.N.2016","Fruit.Y.N.2016","DTFF.2016","no.Planting.to.DTFF","No.Days.Germ.to.Flr","No.Days.TL.to.Flr","No.Flowers.2016","No.Fruit.2016","Seedmass.2016","sm","Flower.Y.N.2017","Fruit.Y.N.2017","Flowering.4.2.17.Y.N","DTFF.2017","DTFF.Ordinal.Day.2017","norm.flower.date.2017","Date.to.Bolt.2017","DtB.O.Day.2017","norm.bolt.date.2017","Date.to.Fruit.2017","Fruit.O.Day.2017","norm.fruit.date.2017","Seedmass.2017","sm.2","Survival.Y.N.2017","No.Fruit.2017","Total.N.R.2017","Total.Flowers.2017","Flowering.Y.N.2018","Fruit.Y.N.2018","DTFF.2018","DTFF.18.Oday","DtB.2018","DtB.Oday.2018","Date.to.Fruit.2018","Date.to.Fruit.Oday.2018","Non.reproductive.flowers","seedmass.2018.g.","No.Fruit.2018","Total.Flowers.2018","Survival.Y.N.2018","Latitude","Longitude","Elevation.m","n.fruit.envelopes","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH","Dist.from.cg.km","Surv2017","Surv2018"
1833,"NAP-SCH","6-L7","NAP-SCH.5.6","NAP-SCH_5",5,6,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",6,"L7","L",7,2,"11/7/2015",1,1,"11/17/2015",10,"11/25/2015",18,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"6/1/2017",152,62,0.144,144,1,2,9,11,1,1,"4/26/2018",116,"5/10/2018",130,"5/22/2018",142,1,0.1922,3,4,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1834,"NAP-SCH","6-B2","NAP-SCH.9.6","NAP-SCH_9",9,6,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",6,"B2","B",2,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,0,0
1835,"NAP-SCH","12-G3","NAP-SCH.7.12","NAP-SCH_7",7,12,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",12,"G3","G",3,3,"11/7/2015",1,1,"11/18/2015",11,"11/25/2015",18,7,1,0,"11/8/2016",366,355,348,5,0,0,0,1,1,"1","4/2/2017",91,1,"4/30/2017",120,30,"5/20/2017",140,50,0.403,403,1,7,6,13,1,1,"4/26/2018",116,"5/7/2018",127,"5/22/2018",142,1,0.1828,3,4,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1836,"NAP-SCH","7-A6","NAP-SCH.11.7","NAP-SCH_11",11,7,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",7,"A6","A",6,2,"11/7/2015",1,1,"11/16/2015",9,"11/26/2015",19,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/26/2017",146,56,0.796,796,1,8,2,10,1,1,"4/26/2018",116,"5/7/2018",127,"5/18/2018",138,1,0.8309,4,5,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1837,"NAP-SCH","12-F8","NAP-SCH.5.12","NAP-SCH_5",5,12,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",12,"F8","F",8,3,"11/7/2015",1,1,"11/14/2015",7,"11/25/2015",18,11,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,0,0
1838,"NAP-SCH","9-A15","NAP-SCH.29.9","NAP-SCH_29",29,9,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",9,"A15","A",15,3,"11/7/2015",1,1,"11/16/2015",9,"11/24/2015",17,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"5/3/2017",123,33,"5/31/2017",151,61,0.268,268,1,1,3,4,1,1,"4/30/2018",120,"5/10/2018",130,"5/22/2018",142,1,0.248,2,3,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1839,"NAP-SCH","3-I6","NAP-SCH.23.3","NAP-SCH_23",23,3,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",3,"I6","I",6,1,"11/7/2015",1,1,"11/18/2015",11,"11/25/2015",18,7,1,0,"7/21/2016",257,246,239,5,0,0,0,1,1,"0","4/5/2017",95,5,"4/23/2017",113,23,"5/22/2017",142,52,1.384,1384,1,10,5,15,1,1,"4/23/2018",113,"5/10/2018",130,"5/20/2018",140,0,0.828,7,7,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1840,"NAP-SCH","7-N8","NAP-SCH.9.7","NAP-SCH_9",9,7,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",7,"N8","N",8,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,0,0
1841,"NAP-SCH","9-C15","NAP-SCH.11.9","NAP-SCH_11",11,9,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",9,"C15","C",15,3,"11/7/2015",1,1,"11/16/2015",9,"11/24/2015",17,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/17/2017",137,47,0.163,163,1,5,3,8,1,1,"4/19/2018",109,"5/7/2018",127,"5/20/2018",140,0,0.137,1,1,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1842,"NAP-SCH","1-L5","NAP-SCH.3.1","NAP-SCH_3",3,1,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",1,"L5","L",5,1,"11/7/2015",1,1,"11/20/2015",13,"11/25/2015",18,5,1,0,"7/30/2016",266,253,248,9,0,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,NA,NA,NA,0.686,686,1,10,5,15,1,0,"4/12/2018",102,NA,NA,NA,NA,1,NA,NA,1,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1843,"NAP-SCH","1-K7","NAP-SCH.11.1","NAP-SCH_11",11,1,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",1,"K7","K",7,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,0,0
1844,"NAP-SCH","8-B5","NAP-SCH.14.8","NAP-SCH_14",14,8,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",8,"B5","B",5,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,0,0
1845,"NAP-SCH","2-M11","NAP-SCH.17.2","NAP-SCH_17",17,2,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",2,"M11","M",11,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,0,0
1846,"NAP-SCH","11-L12","NAP-SCH.29.11","NAP-SCH_29",29,11,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",11,"L12","L",12,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,0,0
1847,"NAP-SCH","3-J7","NAP-SCH.3.3","NAP-SCH_3",3,3,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",3,"J7","J",7,1,"11/7/2015",1,1,"11/17/2015",10,"11/25/2015",18,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/30/2017",120,30,NA,NA,NA,0.161,161,1,3,4,7,1,1,"4/26/2018",116,"5/10/2018",130,"5/19/2018",139,0,0.2688,2,2,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1848,"NAP-SCH","12-L6","NAP-SCH.17.12","NAP-SCH_17",17,12,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",12,"L6","L",6,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,0,0
1849,"NAP-SCH","10-E7","NAP-SCH.9.10","NAP-SCH_9",9,10,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",10,"E7","E",7,3,"11/7/2015",1,1,"11/15/2015",8,"11/23/2015",16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/15/2017",135,45,0.764,764,1,10,3,13,1,1,"4/23/2018",113,"4/30/2018",120,"5/21/2018",141,1,0.1363,2,3,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1850,"NAP-SCH","4-A6","NAP-SCH.5.4","NAP-SCH_5",5,4,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",4,"A6","A",6,1,"11/7/2015",1,1,"11/17/2015",10,"11/25/2015",18,8,1,0,"7/18/2016",254,244,236,2,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/21/2017",141,51,0.666,666,1,12,11,23,1,1,"4/23/2018",113,"5/3/2018",123,"5/17/2018",137,2,0.804,6,8,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1851,"NAP-SCH","2-C6","NAP-SCH.14.2","NAP-SCH_14",14,2,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",2,"C6","C",6,1,"11/7/2015",1,1,"11/22/2015",15,"12/1/2015",24,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"0","4/9/2017",99,9,"4/16/2017",106,16,NA,NA,NA,0.109,109,1,1,2,3,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,0
1852,"NAP-SCH","11-N14","NAP-SCH.20.11","NAP-SCH_20",20,11,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",11,"N14","N",14,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,0,0
1853,"NAP-SCH","8-C11","NAP-SCH.23.8","NAP-SCH_23",23,8,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",8,"C11","C",11,2,"11/7/2015",1,1,"11/18/2015",11,"11/26/2015",19,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/15/2017",135,45,0.573,573,1,8,6,14,1,1,"4/12/2018",102,"5/7/2018",127,"5/18/2018",138,1,0.7216,5,6,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1854,"NAP-SCH","5-H2","NAP-SCH.20.5","NAP-SCH_20",20,5,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",5,"H2","H",2,2,"11/7/2015",1,1,"11/15/2015",8,"11/24/2015",17,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"6/3/2017",154,64,0.422,422,1,8,4,12,1,1,"4/26/2018",116,"5/10/2018",130,"5/21/2018",141,1,0.8,9,10,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1855,"NAP-SCH","6-D14","NAP-SCH.3.6","NAP-SCH_3",3,6,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",6,"D14","D",14,2,"11/7/2015",1,1,"11/17/2015",10,"11/26/2015",19,9,1,0,"8/20/2016",287,277,268,1,0,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/28/2017",157,67,0.564,564,1,9,3,12,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,0
1856,"NAP-SCH","9-A2","NAP-SCH.17.9","NAP-SCH_17",17,9,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",9,"A2","A",2,3,"11/7/2015",1,1,"11/18/2015",11,"11/25/2015",18,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"0","4/9/2017",99,9,"5/15/2017",135,45,"5/31/2017",151,61,0.072,72,1,3,1,4,1,1,"4/23/2018",113,"5/14/2018",134,"5/25/2018",145,1,0.2393,2,3,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1857,"NAP-SCH","4-K8","NAP-SCH.17.4","NAP-SCH_17",17,4,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",4,"K8","K",8,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,0,0
1858,"NAP-SCH","10-C3","NAP-SCH.14.10","NAP-SCH_14",14,10,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",10,"C3","C",3,3,"11/7/2015",1,1,"11/19/2015",12,"11/27/2015",20,8,1,0,"8/21/2016",288,276,268,1,0,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/15/2017",135,45,0.65,650,1,7,0,7,1,0,"4/30/2018",120,"5/14/2018",134,NA,NA,1,NA,NA,1,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1859,"NAP-SCH","2-E16","NAP-SCH.11.2","NAP-SCH_11",11,2,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",2,"E16","E",16,1,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/17/2017",137,47,1.204,1204,1,11,2,13,1,1,"4/16/2018",106,"5/7/2018",127,"5/17/2018",137,0,0.6598,5,5,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1860,"NAP-SCH","1-D14","NAP-SCH.7.1","NAP-SCH_7",7,1,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",1,"D14","D",14,1,"11/7/2015",1,1,"11/16/2015",9,"11/22/2015",15,6,1,0,"6/27/2016",233,224,218,23,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/26/2017",146,56,1.053,1053,1,19,8,27,1,1,"4/23/2018",113,"5/7/2018",127,"5/19/2018",139,7,1.2515,13,20,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1861,"NAP-SCH","9-K2","NAP-SCH.14.9","NAP-SCH_14",14,9,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",9,"K2","K",2,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,0,0
1862,"NAP-SCH","9-B6","NAP-SCH.3.9","NAP-SCH_3",3,9,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",9,"B6","B",6,3,"11/7/2015",1,1,"11/15/2015",8,"11/23/2015",16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,NA,NA,NA,"5/27/2017",147,57,0.561,561,1,5,3,8,1,1,"4/16/2018",106,"5/10/2018",130,"5/19/2018",139,1,1.1461,5,6,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1863,"NAP-SCH","10-H10","NAP-SCH.23.10","NAP-SCH_23",23,10,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",10,"H10","H",10,3,"11/7/2015",1,1,"11/19/2015",12,"11/26/2015",19,7,1,0,"7/25/2016",261,249,242,9,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"6/1/2017",152,62,0.361,361,1,9,8,17,1,1,"4/30/2018",120,"5/7/2018",127,"5/22/2018",142,5,0.2118,4,9,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1864,"NAP-SCH","2-J6","NAP-SCH.3.2","NAP-SCH_3",3,2,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",2,"J6","J",6,1,"11/7/2015",1,1,"11/18/2015",11,"11/24/2015",17,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/15/2017",135,45,0.87,870,1,9,4,13,1,1,"4/19/2018",109,"5/10/2018",130,"5/19/2018",139,0,0.8992,6,6,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1865,"NAP-SCH","7-E14","NAP-SCH.3.7","NAP-SCH_3",3,7,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",7,"E14","E",14,2,"11/7/2015",1,1,"11/18/2015",11,"11/25/2015",18,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/17/2017",137,47,0.628,628,1,6,2,8,1,1,"4/19/2018",109,"5/14/2018",134,"5/24/2018",144,0,0.1873,2,2,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1866,"NAP-SCH","6-H16","NAP-SCH.29.6","NAP-SCH_29",29,6,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",6,"H16","H",16,2,"11/7/2015",1,1,"11/18/2015",11,"11/26/2015",19,8,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,0,0
1867,"NAP-SCH","1-A14","NAP-SCH.23.1","NAP-SCH_23",23,1,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",1,"A14","A",14,1,"11/7/2015",1,1,"11/18/2015",11,"11/25/2015",18,7,1,0,"7/20/2016",256,245,238,1,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,NA,NA,NA,0.431,431,1,7,4,11,1,1,"4/26/2018",116,"5/7/2018",127,"5/18/2018",138,1,0.2273,2,3,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1868,"NAP-SCH","11-J6","NAP-SCH.17.11","NAP-SCH_17",17,11,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",11,"J6","J",6,3,"11/7/2015",1,1,"11/19/2015",12,"11/29/2015",22,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/31/2017",151,61,1.587,1587,1,13,0,13,1,1,"4/26/2018",116,"5/7/2018",127,"5/18/2018",138,0,0.9119,9,9,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1869,"NAP-SCH","2-E13","NAP-SCH.29.2","NAP-SCH_29",29,2,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",2,"E13","E",13,1,"11/7/2015",1,1,"11/16/2015",9,"11/24/2015",17,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"0","4/5/2017",95,5,"4/16/2017",106,16,"5/23/2017",143,53,1.535,1535,1,10,6,16,1,1,"4/23/2018",113,"5/3/2018",123,"5/19/2018",139,1,0.4472,3,4,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1870,"NAP-SCH","4-J12","NAP-SCH.29.4","NAP-SCH_29",29,4,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",4,"J12","J",12,1,"11/7/2015",1,1,"11/16/2015",9,"11/24/2015",17,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"5/7/2017",127,37,"6/5/2017",156,66,0.141,141,1,4,2,6,1,1,"4/23/2018",113,"5/14/2018",134,"5/24/2018",144,4,1.0616,9,13,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1871,"NAP-SCH","4-B16","NAP-SCH.20.4","NAP-SCH_20",20,4,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",4,"B16","B",16,1,"11/7/2015",1,1,"11/18/2015",11,"11/26/2015",19,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,NA,NA,NA,0.42,420,1,7,3,10,1,1,"4/19/2018",109,"5/10/2018",130,"5/21/2018",141,4,0.2292,2,6,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
1872,"NAP-SCH","12-K5","NAP-SCH.20.12","NAP-SCH_20",20,12,"Alvar","GL_alvar","Jill_Hamilton","7/6/2015",12,"K5","K",5,3,"11/7/2015",1,1,"11/16/2015",9,"11/25/2015",18,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"6/7/2017",158,68,0.13,130,1,4,1,5,1,1,"4/19/2018",109,"5/10/2018",130,"5/24/2018",144,1,0.0991,2,3,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66,1542.945,1,1
