"","Sample.ID","Family.Unique","Block.ID","HabitatType","Region","Population","Dist.from.cg.km","Germination.Y.N","Survival.Y.N","Survival.Y.N.2017","Flower.Y.N.2016","Flower.Y.N.2017","No.Flowers.2016","Total.Flowers.2017","Fruit.Y.N.2016","Fruit.Y.N.2017","No.Fruit.2016","No.Fruit.2017","sm","sm.2","Survival.Y.N.2018","Flowering.Y.N.2018","Total.Flowers.2018","Fruit.Y.N.2018","No.Fruit.2018","seedmass.2018.g.","Surv2017","Surv2018","sm.3","sm2017","sm2018","row","BLOCK.POS","Family.NonUnique","Replicate","Collector","Collection.Date","Position","Letter.Pos","No.Position","Bench","Planting.Date","Germination.Date","No.Days.to.Germ","True.Leaf","No.Days.to.TrueLeaf","Germ.to.TrueLeaf","DTFF.2016","no.Planting.to.DTFF","No.Days.Germ.to.Flr","No.Days.TL.to.Flr","Seedmass.2016","Flowering.4.2.17.Y.N","DTFF.2017","DTFF.Ordinal.Day.2017","norm.flower.date.2017","Date.to.Bolt.2017","DtB.O.Day.2017","norm.bolt.date.2017","Date.to.Fruit.2017","Fruit.O.Day.2017","norm.fruit.date.2017","Seedmass.2017","Total.N.R.2017","DTFF.2018","DTFF.18.Oday","DtB.2018","DtB.Oday.2018","Date.to.Fruit.2018","Date.to.Fruit.Oday.2018","Non.reproductive.flowers","Latitude","Longitude","Elevation.m","n.fruit.envelopes","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH"
"1","AB-HSC.11.1","AB-HSC_11",1,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,"1-D11",11,1,"Chad_Stratilo","6/21/2015","D11","D",11,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"2","AB-HSC.11.10","AB-HSC_11",10,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,"10-N4",11,10,"Chad_Stratilo","6/21/2015","N4","N",4,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"3","AB-HSC.11.11","AB-HSC_11",11,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"11-B13",11,11,"Chad_Stratilo","6/21/2015","B13","B",13,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"4","AB-HSC.11.12","AB-HSC_11",12,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"12-C3",11,12,"Chad_Stratilo","6/21/2015","C3","C",3,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"5","AB-HSC.11.2","AB-HSC_11",2,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,"2-A4",11,2,"Chad_Stratilo","6/21/2015","A4","A",4,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"6","AB-HSC.11.3","AB-HSC_11",3,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,"3-G16",11,3,"Chad_Stratilo","6/21/2015","G16","G",16,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"7","AB-HSC.11.4","AB-HSC_11",4,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,"4-C14",11,4,"Chad_Stratilo","6/21/2015","C14","C",14,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"8","AB-HSC.11.5","AB-HSC_11",5,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,"5-L12",11,5,"Chad_Stratilo","6/21/2015","L12","L",12,2,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"9","AB-HSC.11.6","AB-HSC_11",6,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,"6-J6",11,6,"Chad_Stratilo","6/21/2015","J6","J",6,2,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"10","AB-HSC.11.7","AB-HSC_11",7,"Prairie","Prairie","AB-HSC",1070.778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,"7-C4",11,7,"Chad_Stratilo","6/21/2015","C4","C",4,2,"11/7/2015","11/23/2015",16,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"11","AB-HSC.11.8","AB-HSC_11",8,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,"8-M13",11,8,"Chad_Stratilo","6/21/2015","M13","M",13,2,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"12","AB-HSC.11.9","AB-HSC_11",9,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,"9-F5",11,9,"Chad_Stratilo","6/21/2015","F5","F",5,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"13","AB-HSC.13.1","AB-HSC_13",1,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,"1-I12",13,1,"Chad_Stratilo","6/21/2015","I12","I",12,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"14","AB-HSC.13.10","AB-HSC_13",10,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,"10-G3",13,10,"Chad_Stratilo","6/21/2015","G3","G",3,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"15","AB-HSC.13.11","AB-HSC_13",11,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"11-C5",13,11,"Chad_Stratilo","6/21/2015","C5","C",5,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"16","AB-HSC.13.12","AB-HSC_13",12,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,"12-H16",13,12,"Chad_Stratilo","6/21/2015","H16","H",16,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"17","AB-HSC.13.2","AB-HSC_13",2,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"2-A13",13,2,"Chad_Stratilo","6/21/2015","A13","A",13,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"18","AB-HSC.13.3","AB-HSC_13",3,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"3-F10",13,3,"Chad_Stratilo","6/21/2015","F10","F",10,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"19","AB-HSC.13.4","AB-HSC_13",4,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,"4-E3",13,4,"Chad_Stratilo","6/21/2015","E3","E",3,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"20","AB-HSC.13.5","AB-HSC_13",5,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,"5-L2",13,5,"Chad_Stratilo","6/21/2015","L2","L",2,2,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"21","AB-HSC.13.6","AB-HSC_13",6,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,"6-K6",13,6,"Chad_Stratilo","6/21/2015","K6","K",6,2,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"22","AB-HSC.13.7","AB-HSC_13",7,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,"7-H7",13,7,"Chad_Stratilo","6/21/2015","H7","H",7,2,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"23","AB-HSC.13.8","AB-HSC_13",8,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,"8-J12",13,8,"Chad_Stratilo","6/21/2015","J12","J",12,2,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"24","AB-HSC.13.9","AB-HSC_13",9,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"9-L12",13,9,"Chad_Stratilo","6/21/2015","L12","L",12,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"25","AB-HSC.14.1","AB-HSC_14",1,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,"1-N14",14,1,"Chad_Stratilo","6/21/2015","N14","N",14,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"26","AB-HSC.14.10","AB-HSC_14",10,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,"10-K16",14,10,"Chad_Stratilo","6/21/2015","K16","K",16,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"27","AB-HSC.14.11","AB-HSC_14",11,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"11-L2",14,11,"Chad_Stratilo","6/21/2015","L2","L",2,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"28","AB-HSC.14.12","AB-HSC_14",12,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,"12-H11",14,12,"Chad_Stratilo","6/21/2015","H11","H",11,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"29","AB-HSC.14.2","AB-HSC_14",2,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"2-D3",14,2,"Chad_Stratilo","6/21/2015","D3","D",3,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"30","AB-HSC.14.3","AB-HSC_14",3,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,"3-A12",14,3,"Chad_Stratilo","6/21/2015","A12","A",12,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"31","AB-HSC.14.4","AB-HSC_14",4,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,"4-I4",14,4,"Chad_Stratilo","6/21/2015","I4","I",4,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"32","AB-HSC.14.5","AB-HSC_14",5,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,"5-K4",14,5,"Chad_Stratilo","6/21/2015","K4","K",4,2,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"33","AB-HSC.14.6","AB-HSC_14",6,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,"6-J15",14,6,"Chad_Stratilo","6/21/2015","J15","J",15,2,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"34","AB-HSC.14.7","AB-HSC_14",7,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"7-I12",14,7,"Chad_Stratilo","6/21/2015","I12","I",12,2,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"35","AB-HSC.14.8","AB-HSC_14",8,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,"8-A13",14,8,"Chad_Stratilo","6/21/2015","A13","A",13,2,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"36","AB-HSC.14.9","AB-HSC_14",9,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,"9-M5",14,9,"Chad_Stratilo","6/21/2015","M5","M",5,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"37","AB-HSC.16.1","AB-HSC_16",1,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"1-L8",16,1,"Chad_Stratilo","6/21/2015","L8","L",8,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"38","AB-HSC.16.10","AB-HSC_16",10,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,"10-K14",16,10,"Chad_Stratilo","6/21/2015","K14","K",14,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"39","AB-HSC.16.11","AB-HSC_16",11,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,"11-N10",16,11,"Chad_Stratilo","6/21/2015","N10","N",10,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"40","AB-HSC.16.12","AB-HSC_16",12,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,"12-C15",16,12,"Chad_Stratilo","6/21/2015","C15","C",15,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"41","AB-HSC.16.2","AB-HSC_16",2,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"2-K10",16,2,"Chad_Stratilo","6/21/2015","K10","K",10,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
"42","AB-HSC.16.3","AB-HSC_16",3,"Prairie","Prairie","AB-HSC",1070.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,"3-A2",16,3,"Chad_Stratilo","6/21/2015","A2","A",2,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
