"","row","Population","BLOCK.POS","Sample.ID","Family.Unique","Family.NonUnique","Replicate","HabitatType","Region","Collector","Collection.Date","Block.ID","Position","Letter.Pos","No.Position","Bench","Planting.Date","Survival.Y.N","Germination.Y.N","Germination.Date","No.Days.to.Germ","True.Leaf","No.Days.to.TrueLeaf","Germ.to.TrueLeaf","Flower.Y.N.2016","Fruit.Y.N.2016","DTFF.2016","no.Planting.to.DTFF","No.Days.Germ.to.Flr","No.Days.TL.to.Flr","No.Flowers.2016","No.Fruit.2016","Seedmass.2016","sm","Flower.Y.N.2017","Fruit.Y.N.2017","Flowering.4.2.17.Y.N","DTFF.2017","DTFF.Ordinal.Day.2017","norm.flower.date.2017","Date.to.Bolt.2017","DtB.O.Day.2017","norm.bolt.date.2017","Date.to.Fruit.2017","Fruit.O.Day.2017","norm.fruit.date.2017","Seedmass.2017","sm.2","Survival.Y.N.2017","No.Fruit.2017","Total.N.R.2017","Total.Flowers.2017","Flowering.Y.N.2018","Fruit.Y.N.2018","DTFF.2018","DTFF.18.Oday","DtB.2018","DtB.Oday.2018","Date.to.Fruit.2018","Date.to.Fruit.Oday.2018","Non.reproductive.flowers","seedmass.2018.g.","No.Fruit.2018","Total.Flowers.2018","Survival.Y.N.2018","Latitude","Longitude","Elevation.m","n.fruit.envelopes","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH","Dist.from.cg.km","Surv2017","Surv2018"
"NA.1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.1351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2153",2153,"SD-MUD","4-J16","SD-MUD.10.4","SD-MUD_10",10,4,"Prairie","Prairie","Tyler_Stadel","6/26/2015",4,"J16","J",16,1,"11/7/2015",1,1,"11/19/2015",12,"11/26/2015",19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"6/14/2017",165,75,0.04,40,1,1,6,7,1,1,"4/26/2018",116,"5/10/2018",130,"5/18/2018",138,0,1.1072,6,6,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"NA.1352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.1353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2156",2156,"SD-MUD","9-J8","SD-MUD.31.9","SD-MUD_31",31,9,"Prairie","Prairie","Tyler_Stadel","6/26/2015",9,"J8","J",8,3,"11/7/2015",1,1,"11/19/2015",12,"11/29/2015",22,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"6/9/2017",160,70,0.157,157,1,3,1,4,1,1,"4/23/2018",113,"5/10/2018",130,"5/20/2018",140,0,1.0538,7,7,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"NA.1354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2158",2158,"SD-MUD","12-D15","SD-MUD.31.12","SD-MUD_31",31,12,"Prairie","Prairie","Tyler_Stadel","6/26/2015",12,"D15","D",15,3,"11/7/2015",1,1,"11/22/2015",15,"12/2/2015",25,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"0","4/9/2017",99,9,"5/3/2017",123,33,"5/26/2017",146,56,0.053,53,1,2,1,3,1,1,"5/3/2018",123,"5/10/2018",130,"5/20/2018",140,0,0.0599,1,1,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"2159",2159,"SD-MUD","8-A4","SD-MUD.24.8","SD-MUD_24",24,8,"Prairie","Prairie","Tyler_Stadel","6/26/2015",8,"A4","A",4,2,"11/7/2015",1,1,"11/18/2015",11,"11/25/2015",18,7,1,1,"8/11/2016",278,267,260,4,1,0.004,4,1,1,"1","4/2/2017",91,1,"5/3/2017",123,33,"6/3/2017",154,64,0.577,577,1,5,5,10,1,1,"4/30/2018",120,"5/7/2018",127,"5/21/2018",141,3,2.1902,13,16,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"2160",2160,"SD-MUD","9-K10","SD-MUD.32.9","SD-MUD_32",32,9,"Prairie","Prairie","Tyler_Stadel","6/26/2015",9,"K10","K",10,3,"11/7/2015",1,1,"11/17/2015",10,"11/23/2015",16,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,"0","4/9/2017",99,9,NA,NA,NA,NA,NA,NA,0,0,1,NA,1,1,1,1,"4/23/2018",113,"5/10/2018",130,"5/20/2018",140,1,0.5659,3,4,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"2161",2161,"SD-MUD","3-I11","SD-MUD.1.3","SD-MUD_1",1,3,"Prairie","Prairie","Tyler_Stadel","6/26/2015",3,"I11","I",11,1,"11/7/2015",1,1,"11/18/2015",11,"11/26/2015",19,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,NA,NA,NA,0.685,685,1,4,1,5,1,1,"4/26/2018",116,"5/7/2018",127,"5/22/2018",142,2,0.2498,5,7,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"2162",2162,"SD-MUD","11-K6","SD-MUD.10.11","SD-MUD_10",10,11,"Prairie","Prairie","Tyler_Stadel","6/26/2015",11,"K6","K",6,3,"11/7/2015",1,1,"11/20/2015",13,"11/27/2015",20,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"5/3/2017",123,33,"6/2/2017",153,63,0.029,29,1,1,5,6,1,1,"4/26/2018",116,"5/7/2018",127,"5/19/2018",139,0,0.2882,2,2,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"NA.1355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2164",2164,"SD-MUD","2-J16","SD-MUD.1.2","SD-MUD_1",1,2,"Prairie","Prairie","Tyler_Stadel","6/26/2015",2,"J16","J",16,1,"11/7/2015",1,1,"11/26/2015",19,"12/2/2015",25,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/25/2017",145,55,0.258,258,1,4,8,12,1,1,"4/23/2018",113,"5/10/2018",130,"5/26/2018",146,7,0.1712,3,10,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"NA.1356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2166",2166,"SD-MUD","4-K14","SD-MUD.31.4","SD-MUD_31",31,4,"Prairie","Prairie","Tyler_Stadel","6/26/2015",4,"K14","K",14,1,"11/7/2015",1,1,"11/19/2015",12,"11/26/2015",19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"0","4/16/2017",106,16,"5/7/2017",127,37,"6/4/2017",155,65,0.031,31,1,1,1,2,1,1,"4/16/2018",106,"5/17/2018",137,"5/25/2018",145,1,0.295,2,3,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"NA.1357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2168",2168,"SD-MUD","2-B7","SD-MUD.18.2","SD-MUD_18",18,2,"Prairie","Prairie","Tyler_Stadel","6/26/2015",2,"B7","B",7,1,"11/7/2015",1,1,"11/19/2015",12,"11/26/2015",19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"5/3/2017",123,33,"6/4/2017",155,65,0.329,329,1,4,2,6,1,1,"4/26/2018",116,"5/7/2018",127,"5/18/2018",138,1,0.4539,5,6,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"2169",2169,"SD-MUD","12-B11","SD-MUD.19.12","SD-MUD_19",19,12,"Prairie","Prairie","Tyler_Stadel","6/26/2015",12,"B11","B",11,3,"11/7/2015",1,1,"12/11/2015",34,"12/17/2015",40,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"5/15/2017",135,45,"6/7/2017",158,68,0.125,125,1,4,1,5,1,1,"5/7/2018",127,"5/10/2018",130,"5/23/2018",143,0,0.0914,2,2,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"NA.1358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2171",2171,"SD-MUD","8-G2","SD-MUD.1.8","SD-MUD_1",1,8,"Prairie","Prairie","Tyler_Stadel","6/26/2015",8,"G2","G",2,2,"11/7/2015",1,1,"11/23/2015",16,"12/1/2015",24,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"0","4/5/2017",95,5,"4/19/2017",109,19,"5/15/2017",135,45,0.273,273,1,3,4,7,1,1,"4/30/2018",120,"5/7/2018",127,"5/21/2018",141,1,0.5083,3,4,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"2172",2172,"SD-MUD","4-F4","SD-MUD.24.4","SD-MUD_24",24,4,"Prairie","Prairie","Tyler_Stadel","6/26/2015",4,"F4","F",4,1,"11/7/2015",1,1,"11/22/2015",15,"11/29/2015",22,7,1,0,"7/18/2016",254,239,232,7,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/19/2017",139,49,0.517,517,1,7,3,10,1,1,"4/19/2018",109,"5/10/2018",130,"5/24/2018",144,1,0.4148,6,7,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"2173",2173,"SD-MUD","8-I13","SD-MUD.6.8","SD-MUD_6",6,8,"Prairie","Prairie","Tyler_Stadel","6/26/2015",8,"I13","I",13,2,"11/7/2015",1,1,"11/23/2015",16,"11/29/2015",22,6,1,0,"7/23/2016",259,243,237,7,0,0,0,1,1,"1","4/2/2017",91,1,"4/9/2017",99,9,NA,NA,NA,0.36,360,1,8,6,14,1,1,"4/16/2018",106,"5/7/2018",127,"5/19/2018",139,0,2.0083,10,10,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"2174",2174,"SD-MUD","9-J7","SD-MUD.23.9","SD-MUD_23",23,9,"Prairie","Prairie","Tyler_Stadel","6/26/2015",9,"J7","J",7,3,"11/7/2015",1,1,"11/23/2015",16,"12/1/2015",24,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/20/2017",140,50,0.721,721,1,5,3,8,1,1,"4/16/2018",106,"5/14/2018",134,"5/23/2018",143,0,1.7216,9,9,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"NA.1359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2176",2176,"SD-MUD","4-I3","SD-MUD.23.4","SD-MUD_23",23,4,"Prairie","Prairie","Tyler_Stadel","6/26/2015",4,"I3","I",3,1,"11/7/2015",1,1,"11/22/2015",15,"11/29/2015",22,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/18/2017",138,48,0.294,294,1,5,3,8,1,1,"4/26/2018",116,"5/10/2018",130,"5/26/2018",146,3,0.0923,2,5,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"2177",2177,"SD-MUD","10-C13","SD-MUD.6.10","SD-MUD_6",6,10,"Prairie","Prairie","Tyler_Stadel","6/26/2015",10,"C13","C",13,3,"11/7/2015",1,1,"11/21/2015",14,"11/28/2015",21,7,1,0,"8/14/2016",281,267,260,1,0,0,0,1,1,"1","4/2/2017",91,1,"5/3/2017",123,33,"5/28/2017",148,58,0.102,102,1,2,6,8,1,1,"4/26/2018",116,"5/10/2018",130,"5/20/2018",140,3,0.0916,2,5,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"NA.1360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.1361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2180",2180,"SD-MUD","4-L12","SD-MUD.1.4","SD-MUD_1",1,4,"Prairie","Prairie","Tyler_Stadel","6/26/2015",4,"L12","L",12,1,"11/7/2015",1,1,"11/29/2015",22,"12/7/2015",30,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"5/3/2017",123,33,"6/4/2017",155,65,0.083,83,1,2,9,11,1,1,"4/12/2018",102,"5/10/2018",130,"5/27/2018",147,2,0.0952,1,3,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58,234.4168,1,1
"NA.1362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2182",2182,"SD-PMG","8-F7","SD-PMG.20","SD-PMG_NA",NA,20,"Prairie","Prairie","Prairie_Moon_Nursery",NA,8,"F7","F",7,2,"11/7/2015",1,1,"11/22/2015",15,"11/30/2015",23,8,1,0,"8/5/2016",272,257,249,4,0,0,0,1,1,"0","4/9/2017",99,9,"4/23/2017",113,23,"6/17/2017",168,78,0.128,128,1,2,4,6,1,1,"5/3/2018",123,"5/10/2018",130,"5/21/2018",141,0,1.2783,5,5,1,45.2186,-96.6336,351,NA,6.4,22.6,-11.8,34.4,546,350,29.9,64.5,1090,2334,4570,360,168,131,272,141,66,-38.8,41,791,319,13.3,57,184.0634,1,1
"NA.1363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.1364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.1365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.1366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.1367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2188",2188,"SD-PMG","6-A10","SD-PMG.18","SD-PMG_NA",NA,18,"Prairie","Prairie","Prairie_Moon_Nursery",NA,6,"A10","A",10,2,"11/7/2015",1,1,"11/20/2015",13,"11/30/2015",23,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,"0","5/7/2017",127,37,"5/10/2017",130,40,NA,NA,NA,0,0,1,NA,1,1,1,1,"4/30/2018",120,"5/10/2018",130,"5/18/2018",138,0,0.0991,1,1,1,45.2186,-96.6336,351,NA,6.4,22.6,-11.8,34.4,546,350,29.9,64.5,1090,2334,4570,360,168,131,272,141,66,-38.8,41,791,319,13.3,57,184.0634,1,1
"NA.1368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.1369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.1370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2192",2192,"SD-PMG","7-G12","SD-PMG.7","SD-PMG_NA",NA,7,"Prairie","Prairie","Prairie_Moon_Nursery",NA,7,"G12","G",12,2,"11/7/2015",1,1,"11/26/2015",19,"11/30/2015",23,4,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/30/2017",120,30,"6/12/2017",163,73,0.055,55,1,1,2,3,1,1,"4/16/2018",106,"5/10/2018",130,"5/22/2018",142,2,1.0765,5,7,1,45.2186,-96.6336,351,NA,6.4,22.6,-11.8,34.4,546,350,29.9,64.5,1090,2334,4570,360,168,131,272,141,66,-38.8,41,791,319,13.3,57,184.0634,1,1
